,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
1866,237410056,12/06/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,1,0,25-44,M,WHITE,982351,201758,40.720463840000036,-74.00685220399998,POINT (-74.00685220399998 40.720463840000036)
1873,237540672,12/08/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,76,0,18-24,M,BLACK,984196,187132,40.68031908700004,-74.00019613499995,POINT (-74.00019613499995 40.68031908700004)
1891,236071499,11/09/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,K,73,0,18-24,M,BLACK,1008228,183789,40.67111083400005,-73.91356336299998,POINT (-73.91356336299998 40.67111083400005)
1892,237583628,12/09/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,B,46,0,<18,M,BLACK,1011751,250275,40.85358740100002,-73.90059135599995,POINT (-73.90059135599995 40.85358740100002)
1927,237649484,12/10/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,43,0,25-44,M,BLACK,1020183,239283,40.82338729100008,-73.87017045,POINT (-73.87017045 40.82338729100008)
1950,238401332,12/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,94,0,25-44,M,BLACK,997245,204130,40.726965067000044,-73.95311662899995,POINT (-73.95311662899996 40.726965067000044)
1960,236182266,11/12/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,70,0,18-24,M,BLACK,999021,163692,40.615969043000064,-73.94679758499996,POINT (-73.94679758499996 40.615969043000064)
1966,238106802,12/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,Q,114,0,25-44,M,BLACK HISPANIC,1007694,219657,40.76956124200007,-73.91536344699995,POINT (-73.91536344699995 40.76956124200007)
1973,238215114,12/23/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,20,0,18-24,F,WHITE HISPANIC,988470,219527,40.769234503000064,-73.98476639699999,POINT (-73.98476639699999 40.769234503000064)
1978,236157188,11/11/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,Q,103,0,18-24,M,BLACK,1039070,195365,40.702746974000036,-73.80228739399995,POINT (-73.80228739399996 40.702746974000036)
2006,237927373,12/16/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,5,0,25-44,M,BLACK HISPANIC,983903,200257,40.71634415200003,-74.00125319299997,POINT (-74.00125319299997 40.71634415200003)
2024,238465121,12/30/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,Q,103,0,25-44,M,BLACK,1039813,195997,40.704477027000046,-73.79960248099997,POINT (-73.79960248099997 40.704477027000046)
2048,237512421,12/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,107,0,18-24,M,ASIAN / PACIFIC ISLANDER,1036628,204948,40.72906475000008,-73.81102013199995,POINT (-73.81102013199995 40.72906475000008)
2050,237498959,12/07/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,18,0,<18,F,BLACK,990503,215519,40.758232371000084,-73.97743058499998,POINT (-73.97743058499998 40.758232371000084)
2062,237670101,12/10/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,75,0,25-44,M,BLACK HISPANIC,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
2065,237032678,11/28/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,28,0,45-64,M,BLACK,997440,233857,40.80855767700007,-73.95235475399994,POINT (-73.95235475399994 40.80855767700007)
2114,236386638,11/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,S,121,0,45-64,F,WHITE HISPANIC,944402,166984,40.62492758600007,-74.14354978899995,POINT (-74.14354978899996 40.62492758600007)
2144,237384711,12/05/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,24,0,45-64,M,BLACK,992235,229168,40.79569389300008,-73.97116253099993,POINT (-73.97116253099993 40.79569389300008)
2149,236334356,11/16/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,109,0,18-24,M,ASIAN / PACIFIC ISLANDER,1032084,216954,40.762043893000055,-73.82732958099997,POINT (-73.82732958099997 40.762043893000055)
2164,237747160,12/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,115,0,18-24,M,WHITE HISPANIC,1013712,215980,40.759450823000066,-73.89365327699994,POINT (-73.89365327699994 40.759450823000066)
2166,236811307,11/22/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,69,0,25-44,M,BLACK,1008653,174105,40.64452922800007,-73.91206632799998,POINT (-73.91206632799998 40.64452922800007)
2167,236421015,11/18/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,61,0,18-24,M,BLACK,995118,155709,40.59406298000005,-73.96086869299995,POINT (-73.96086869299995 40.59406298000005)
2172,237523412,12/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,28,0,25-44,M,BLACK,997440,233857,40.80855767700007,-73.95235475399994,POINT (-73.95235475399994 40.80855767700007)
2193,236150328,11/11/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,WHITE,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
2199,236429508,11/18/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,42,0,<18,F,BLACK,1013140,241877,40.830532920000046,-73.89560660699993,POINT (-73.89560660699993 40.830532920000046)
2201,237826801,12/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,67,0,18-24,F,BLACK,997897,175677,40.64886713300007,-73.95082189999994,POINT (-73.95082189999994 40.64886713300007)
2231,236335729,11/16/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,Q,102,11,25-44,F,BLACK,1031165,199400,40.71386751600005,-73.83076940999997,POINT (-73.83076940999997 40.71386751600005)
2246,237762784,12/13/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,45,0,18-24,M,WHITE HISPANIC,1030474,249455,40.851258579000046,-73.83291759199994,POINT (-73.83291759199994 40.851258579000046)
2250,236791706,11/22/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,13,0,45-64,M,WHITE,988972,207813,40.737082284000046,-73.98296229999994,POINT (-73.98296229999994 40.737082284000046)
2256,236514157,11/19/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,K,67,0,18-24,M,BLACK,1005741,176419,40.65088820000005,-73.92255221099998,POINT (-73.92255221099998 40.65088820000005)
2265,237512410,12/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,M,5,0,25-44,F,BLACK HISPANIC,983907,199959,40.71552621300003,-74.00123874799993,POINT (-74.00123874799993 40.71552621300003)
2267,237127922,11/30/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,B,43,0,18-24,M,BLACK,1020183,239283,40.82338729100008,-73.87017045,POINT (-73.87017045 40.82338729100008)
2293,237512419,12/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,M,5,0,25-44,M,BLACK,983907,199959,40.71552621300003,-74.00123874799993,POINT (-74.00123874799993 40.71552621300003)
2328,236619668,11/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,73,0,25-44,M,BLACK,1009461,178920,40.657743089000064,-73.90913674099994,POINT (-73.90913674099994 40.657743089000064)
2341,236999976,11/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,BLACK,990503,215519,40.758232371000084,-73.97743058499998,POINT (-73.97743058499998 40.758232371000084)
2395,236791745,11/22/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,S,120,0,18-24,F,BLACK,962793,174267,40.644981504000036,-74.07732129999994,POINT (-74.07732129999994 40.644981504000036)
2399,236197457,11/12/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,75,0,25-44,M,BLACK,1018885,176262,40.65041561900005,-73.87518474299998,POINT (-73.87518474299998 40.65041561900005)
2418,236306064,11/15/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,23,0,18-24,F,BLACK HISPANIC,998829,226859,40.78934789300007,-73.94735241299998,POINT (-73.94735241299998 40.78934789300007)
2453,237060448,11/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,10,0,25-44,M,BLACK,984686,209908,40.74283378800004,-73.99842802399995,POINT (-73.99842802399996 40.74283378800004)
2462,236286584,11/15/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,25,0,25-44,M,WHITE HISPANIC,999934,230345,40.79891412800004,-73.94335379499995,POINT (-73.94335379499995 40.79891412800004)
2481,237026746,11/28/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,B,42,0,<18,M,BLACK,1013103,242154,40.831293326000036,-73.89573911599996,POINT (-73.89573911599996 40.831293326000036)
2524,237868849,12/15/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,S,120,0,18-24,M,BLACK HISPANIC,962793,174267,40.644981504000036,-74.07732129999994,POINT (-74.07732129999994 40.644981504000036)
2535,236669082,11/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,32,0,45-64,M,BLACK,999428,236544,40.815929553000046,-73.94516735699995,POINT (-73.94516735699995 40.815929553000046)
2540,238334762,12/27/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,K,63,0,<18,M,BLACK,1000521,168264,40.62851560000007,-73.94138369799998,POINT (-73.94138369799998 40.62851560000007)
2550,236073096,11/09/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,14,0,25-44,M,BLACK,985802,213781,40.753464076000064,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
2592,238273057,12/24/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,M,5,0,45-64,M,BLACK,984000,201117,40.718704649000074,-74.00090331299998,POINT (-74.00090331299998 40.718704649000074)
2635,238203004,12/22/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,K,70,0,18-24,F,WHITE,998007,170790,40.63545319600007,-73.95043545799997,POINT (-73.95043545799997 40.63545319600007)
2650,237060468,11/29/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,M,14,0,25-44,M,BLACK,987278,215517,40.758228573000046,-73.98907156499997,POINT (-73.98907156499997 40.758228573000046)
2656,237314879,12/03/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,121,0,25-44,M,WHITE HISPANIC,940113,162564,40.61277529200004,-74.15897154399994,POINT (-74.15897154399994 40.61277529200004)
2669,237022994,11/28/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,44,0,18-24,M,BLACK HISPANIC,1007151,245342,40.840060900000026,-73.91723618599997,POINT (-73.91723618599997 40.840060900000026)
2696,236087332,11/09/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,47,0,18-24,M,BLACK,1025317,267440,40.90064728300007,-73.85144809199994,POINT (-73.85144809199994 40.90064728300007)
2705,236150326,11/11/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,6,0,25-44,M,WHITE,982746,206647,40.73388303300004,-74.00542831099993,POINT (-74.00542831099993 40.73388303300004)
2730,238340202,12/28/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,66,0,18-24,M,WHITE HISPANIC,984784,172941,40.641367898000055,-73.99807728899998,POINT (-73.99807728899998 40.641367898000055)
2732,236141229,11/11/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,7,0,25-44,M,BLACK,988832,200278,40.716400613000076,-73.98347261399994,POINT (-73.98347261399994 40.716400613000076)
2735,236672967,11/21/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,Q,115,0,25-44,F,BLACK,1019521,212908,40.750997708000064,-73.87270083099996,POINT (-73.87270083099996 40.75099770800006)
2753,236103140,11/10/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,45,0,25-44,M,BLACK HISPANIC,1032140,242004,40.83079891400007,-73.82694879599995,POINT (-73.82694879599995 40.83079891400007)
2778,237564331,12/09/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,14,0,25-44,M,WHITE HISPANIC,988394,213817,40.75356205200006,-73.98504429199994,POINT (-73.98504429199994 40.75356205200006)
2786,236186386,11/12/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,90,0,25-44,M,BLACK HISPANIC,998016,196598,40.70629036500002,-73.95035033099998,POINT (-73.95035033099998 40.70629036500002)
2791,238478549,12/31/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,BLACK,990946,216319,40.76042784200007,-73.97583073299995,POINT (-73.97583073299995 40.76042784200007)
2797,237533230,12/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,Q,107,0,<18,F,BLACK,1036628,204948,40.72906475000008,-73.81102013199995,POINT (-73.81102013199995 40.72906475000008)
2829,236150330,11/11/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,WHITE,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
2855,236037601,11/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,73,0,18-24,F,BLACK,1009866,187273,40.680669038000076,-73.90764531399995,POINT (-73.90764531399996 40.680669038000076)
2862,237695187,12/11/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,19,0,45-64,M,BLACK,995455,223403,40.77986701400005,-73.95954267799993,POINT (-73.95954267799993 40.77986701400005)
2884,237894992,12/15/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,Q,113,0,<18,M,BLACK,1041377,185925,40.676821820000036,-73.79404703399997,POINT (-73.79404703399997 40.676821820000036)
2894,238215113,12/23/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,20,0,25-44,F,WHITE HISPANIC,988470,219527,40.769234503000064,-73.98476639699999,POINT (-73.98476639699999 40.769234503000064)
2916,237578466,12/09/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,94,0,18-24,F,ASIAN / PACIFIC ISLANDER,997245,204130,40.726965067000044,-73.95311662899995,POINT (-73.95311662899996 40.726965067000044)
2927,237997214,12/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,63,0,<18,F,BLACK,1006189,161784,40.61071712900008,-73.92098528299994,POINT (-73.92098528299994 40.61071712900008)
2943,237837714,12/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,110,0,25-44,M,WHITE HISPANIC,1019826,206650,40.73381985200007,-73.87163311999996,POINT (-73.87163311999996 40.73381985200007)
3047,238233115,12/23/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,M,13,0,25-44,M,BLACK,987204,206766,40.73420929300004,-73.98934251699995,POINT (-73.98934251699995 40.73420929300004)
3052,236405127,11/17/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,79,0,18-24,M,BLACK,998241,187165,40.68039860900007,-73.94955839299999,POINT (-73.94955839299998 40.68039860900007)
3062,237537071,12/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,103,0,25-44,M,BLACK,1041879,197084,40.707447364000075,-73.79214176799998,POINT (-73.79214176799998 40.707447364000075)
3064,236564148,11/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,94,0,25-44,M,BLACK,996191,207580,40.73643595700002,-73.95691324499995,POINT (-73.95691324499995 40.73643595700002)
3084,237551268,12/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,45,0,25-44,F,WHITE HISPANIC,1029529,239356,40.82354469200004,-73.83640160899995,POINT (-73.83640160899995 40.82354469200004)
3086,237227762,12/02/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,122,0,45-64,F,BLACK,954801,148466,40.57414012800007,-74.10600776499997,POINT (-74.10600776499997 40.57414012800007)
3093,236125034,11/10/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,72,0,25-44,M,WHITE HISPANIC,982861,176792,40.65193797000006,-74.00500719599995,POINT (-74.00500719599995 40.65193797000006)
3119,236731600,11/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,K,75,0,45-64,M,BLACK,1021737,186217,40.677728248000044,-73.86485144699995,POINT (-73.86485144699996 40.677728248000044)
3151,236176796,11/12/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,K,60,0,25-44,M,WHITE HISPANIC,989547,148969,40.57556809600004,-73.98093364699997,POINT (-73.98093364699997 40.57556809600004)
3161,237931570,12/16/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,13,0,25-44,M,BLACK HISPANIC,988972,207813,40.737082284000046,-73.98296229999994,POINT (-73.98296229999994 40.737082284000046)
3166,238083827,12/20/2021,440.0,AGGRAVATED GRAND LARCENY OF ATM,109.0,GRAND LARCENY,PL 1553502,F,M,19,0,45-64,M,WHITE HISPANIC,995474,224487,40.78284228300004,-73.95947226199995,POINT (-73.95947226199996 40.78284228300004)
3180,237413901,12/06/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,30,0,45-64,F,BLACK,998512,241428,40.82933627700004,-73.94846624199994,POINT (-73.94846624199994 40.82933627700004)
3181,236720981,11/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,14,0,45-64,M,BLACK,985802,213781,40.753464076000064,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
3224,236417170,11/18/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,94,0,45-64,M,WHITE HISPANIC,999587,200246,40.71630067500007,-73.94467575,POINT (-73.94467575 40.71630067500007)
3236,237006797,11/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,6,0,25-44,M,ASIAN / PACIFIC ISLANDER,982746,206647,40.73388303300004,-74.00542831099993,POINT (-74.00542831099993 40.73388303300004)
3237,238395966,12/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,40,0,25-44,M,WHITE HISPANIC,1005041,234533,40.810398494000026,-73.92489531099994,POINT (-73.92489531099994 40.810398494000026)
3261,237642620,12/10/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,72,0,25-44,M,BLACK,984058,178998,40.65799306600008,-74.00069344599996,POINT (-74.00069344599996 40.65799306600008)
3267,238079103,12/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,43,0,25-44,F,BLACK,1022678,243888,40.836016182000044,-73.86112929999997,POINT (-73.86112929999997 40.836016182000044)
3275,236834557,11/23/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,32,0,25-44,F,UNKNOWN,999428,236544,40.815929553000046,-73.94516735699995,POINT (-73.94516735699995 40.815929553000046)
3281,236063616,11/09/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,Q,105,0,<18,M,BLACK,1057767,203993,40.726293088000034,-73.73476084899994,POINT (-73.73476084899994 40.726293088000034)
3312,237954601,12/16/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,1,0,25-44,M,WHITE,982351,201758,40.720463840000036,-74.00685220399998,POINT (-74.00685220399998 40.720463840000036)
3316,237175935,12/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,105,0,25-44,M,WHITE HISPANIC,1064059,205673,40.73084972400005,-73.71204029199998,POINT (-73.71204029199998 40.73084972400005)
3324,236481250,11/19/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,B,43,73,45-64,M,BLACK,1021619,237260,40.81782877400008,-73.86499325199999,POINT (-73.86499325199998 40.81782877400008)
3339,236530751,11/19/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,14,0,18-24,M,WHITE HISPANIC,987341,215631,40.75854145200003,-73.988844106,POINT (-73.988844106 40.75854145200003)
3356,238244007,12/23/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,20,0,25-44,M,WHITE,989169,219883,40.77021126900007,-73.98224260599994,POINT (-73.98224260599994 40.77021126900007)
3373,236384813,11/17/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,K,73,1,25-44,F,BLACK,1010287,186518,40.67859550700007,-73.90613035499997,POINT (-73.90613035499997 40.67859550700007)
3379,237814513,12/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,113,0,25-44,M,BLACK,1043331,190406,40.68910828500003,-73.78696320699999,POINT (-73.78696320699999 40.68910828500003)
