,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
76077,230098936,06/25/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,45,0,25-44,M,WHITE HISPANIC,1025944,245139,40.83943499500003,-73.84931878599998,POINT (-73.84931878599998 40.83943499500003)
76089,231118525,07/20/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,75,0,25-44,M,BLACK,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
76102,230441816,07/04/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,WHITE,991531,217373,40.763320339000074,-73.97371790399995,POINT (-73.97371790399995 40.763320339000074)
76106,231420874,07/27/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,40,0,<18,M,WHITE,1005041,234533,40.810398494000026,-73.92489531099994,POINT (-73.92489531099994 40.810398494000026)
76113,230392550,07/03/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,49,0,<18,M,BLACK HISPANIC,1027430,251105,40.855802743000034,-73.84390995399998,POINT (-73.84390995399998 40.85580274300003)
76145,230910708,07/16/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,50,0,25-44,F,WHITE HISPANIC,1011778,261901,40.88549712100007,-73.90044599699995,POINT (-73.90044599699996 40.88549712100007)
76147,229498137,06/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,45-64,M,WHITE HISPANIC,991014,217494,40.76365286300006,-73.97558408999998,POINT (-73.97558408999998 40.76365286300006)
76159,231554405,07/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,7,0,25-44,F,WHITE,988832,200278,40.716400613000076,-73.98347261399994,POINT (-73.98347261399994 40.716400613000076)
76164,229554911,06/15/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,6,0,45-64,M,WHITE HISPANIC,982784,208887,40.74003128600003,-74.00529168499997,POINT (-74.00529168499997 40.74003128600003)
76172,229517311,06/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,28,0,45-64,M,BLACK,998816,233545,40.807699163000045,-73.94738485799998,POINT (-73.94738485799998 40.807699163000045)
76178,230465363,07/05/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,<18,F,ASIAN / PACIFIC ISLANDER,989529,218317,40.765912797000055,-73.98094414399995,POINT (-73.98094414399996 40.765912797000055)
76183,231402522,07/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,13,0,25-44,M,BLACK,988972,207813,40.737082284000046,-73.98296229999994,POINT (-73.98296229999994 40.737082284000046)
76196,229473700,06/12/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,110,0,45-64,F,WHITE HISPANIC,1019840,206689,40.73392684100002,-73.87158239799999,POINT (-73.87158239799999 40.73392684100002)
76253,231595766,07/30/2021,440.0,AGGRAVATED GRAND LARCENY OF ATM,109.0,GRAND LARCENY,PL 1553502,F,S,121,0,18-24,M,BLACK,941885,160637,40.607494729000045,-74.15257717999998,POINT (-74.15257717999998 40.607494729000045)
76364,230765048,07/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,Q,107,0,18-24,M,WHITE HISPANIC,1036628,204948,40.72906475000008,-73.81102013199995,POINT (-73.81102013199995 40.72906475000008)
76367,231275148,07/23/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,44,0,25-44,M,WHITE HISPANIC,1006537,244511,40.83778161800007,-73.91945797099999,POINT (-73.91945797099999 40.83778161800007)
76432,229679033,06/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,K,94,0,45-64,M,WHITE,998637,200784,40.71777895100007,-73.94810156799997,POINT (-73.94810156799997 40.71777895100007)
76435,229978905,06/23/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,60,0,25-44,M,WHITE,990824,149705,40.57758741600002,-73.97633607099993,POINT (-73.97633607099993 40.57758741600002)
76462,231093435,07/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,46,0,25-44,M,BLACK HISPANIC,1011751,250275,40.85358740100002,-73.90059135599995,POINT (-73.90059135599995 40.85358740100002)
76475,231164238,07/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,18,0,25-44,M,BLACK,988257,215427,40.75798115600002,-73.98553781499999,POINT (-73.98553781499999 40.75798115600002)
76491,229498128,06/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,52,0,25-44,M,BLACK,1014001,254089,40.864048386000036,-73.89244117899995,POINT (-73.89244117899995 40.864048386000036)
76497,230391899,07/03/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,49,0,18-24,M,BLACK HISPANIC,1019540,251286,40.85633459600007,-73.87243053899994,POINT (-73.87243053899994 40.85633459600007)
76508,229838705,06/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,WHITE,988099,217000,40.76229871000004,-73.98610722999997,POINT (-73.98610722999997 40.76229871000004)
76519,230327840,07/02/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,19,0,45-64,F,BLACK,994297,218680,40.76690500600006,-73.96373101899997,POINT (-73.96373101899997 40.76690500600006)
76536,230817866,07/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,14,0,25-44,M,BLACK HISPANIC,985802,213781,40.753464076000064,-73.99439974299997,POINT (-73.99439974299997 40.75346407600006)
76542,231106099,07/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,28,0,25-44,F,WHITE,998954,233791,40.80837413600005,-73.94688582299993,POINT (-73.94688582299993 40.80837413600005)
76546,231142258,07/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,52,0,45-64,F,WHITE HISPANIC,1009868,253126,40.86141820300003,-73.90738708899994,POINT (-73.90738708899994 40.86141820300003)
76591,231513211,07/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,14,15,25-44,M,WHITE HISPANIC,990454,213285,40.75210064200007,-73.97760951699999,POINT (-73.97760951699998 40.75210064200007)
76614,229995472,06/23/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553007,F,B,44,0,<18,M,BLACK,1006681,241801,40.83034308700008,-73.91894662799997,POINT (-73.91894662799997 40.83034308700008)
76642,231514629,07/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,BLACK HISPANIC,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
76660,231655497,08/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,72,0,65+,F,WHITE HISPANIC,978878,174302,40.64510193700004,-74.01935936699994,POINT (-74.01935936699994 40.64510193700004)
76688,230462883,07/05/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,43,0,18-24,M,BLACK,1019576,241096,40.82836590400007,-73.87235407799993,POINT (-73.87235407799993 40.82836590400007)
76693,229858690,06/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,49,0,18-24,M,WHITE HISPANIC,1027430,251105,40.855802743000034,-73.84390995399998,POINT (-73.84390995399998 40.85580274300003)
76718,231417880,07/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,9,0,45-64,M,WHITE HISPANIC,987633,203880,40.72628777500006,-73.98779600499995,POINT (-73.98779600499995 40.72628777500006)
76741,230157947,06/28/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,9,0,18-24,M,WHITE HISPANIC,987633,203880,40.72628777500006,-73.98779600499995,POINT (-73.98779600499995 40.72628777500006)
76787,230491785,07/06/2021,440.0,AGGRAVATED GRAND LARCENY OF ATM,109.0,GRAND LARCENY,PL 1553502,F,K,72,0,45-64,M,BLACK,989323,179299,40.65881779400007,-73.98171720299997,POINT (-73.98171720299997 40.65881779400007)
76790,231661776,08/02/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,5,0,25-44,F,WHITE,984984,200116,40.71595711700007,-73.997353676,POINT (-73.997353676 40.71595711700007)
76795,230700355,07/10/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,WHITE HISPANIC,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
76811,231258159,07/23/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,M,14,15,18-24,M,WHITE HISPANIC,985533,213295,40.75213017200008,-73.99537074899997,POINT (-73.99537074899997 40.75213017200008)
76832,231071313,07/19/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,52,0,45-64,M,BLACK,1009385,257779,40.87419065500006,-73.90911578099998,POINT (-73.90911578099998 40.87419065500006)
76838,230975128,07/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,108,0,25-44,M,BLACK,999168,212553,40.75008108100008,-73.94615993799994,POINT (-73.94615993799994 40.75008108100008)
76852,230486442,07/06/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,18,0,25-44,F,WHITE HISPANIC,989221,219228,40.76841343500007,-73.98205535799997,POINT (-73.98205535799997 40.76841343500007)
76996,231621293,07/31/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,110,0,25-44,F,WHITE,1019826,206650,40.73381985200007,-73.87163311999996,POINT (-73.87163311999996 40.73381985200007)
77002,230293188,07/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,6,0,25-44,F,BLACK,982746,206647,40.73388303300004,-74.00542831099993,POINT (-74.00542831099993 40.73388303300004)
77013,230653675,07/09/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,45,0,18-24,M,BLACK,1027594,245810,40.84126874700007,-73.84335133999997,POINT (-73.84335133999997 40.84126874700007)
77023,230636221,07/09/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,K,94,0,25-44,M,BLACK,997868,200028,40.71570512900007,-73.95087719899993,POINT (-73.95087719899993 40.71570512900007)
77042,229606564,06/16/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,17,0,25-44,M,BLACK,993941,214061,40.75422743200004,-73.96502286299993,POINT (-73.96502286299993 40.75422743200004)
77045,231376722,07/26/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,S,120,0,45-64,F,WHITE HISPANIC,963170,167779,40.62717423500004,-74.07594251799998,POINT (-74.07594251799998 40.62717423500004)
77088,229712210,06/18/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,19,0,18-24,M,BLACK HISPANIC,997355,220665,40.77234931100002,-73.95268753899995,POINT (-73.95268753899995 40.77234931100002)
77126,230290596,07/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,19,0,25-44,M,BLACK,993570,216847,40.76187469000007,-73.96635808399995,POINT (-73.96635808399996 40.76187469000007)
77183,229910627,06/22/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,Q,115,0,45-64,M,WHITE HISPANIC,1020277,215165,40.75718954600006,-73.86996017499997,POINT (-73.86996017499997 40.75718954600006)
77214,231420687,07/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,113,3,25-44,M,BLACK,1046315,187088,40.67998073800004,-73.77623390699993,POINT (-73.77623390699993 40.67998073800004)
77217,231451581,07/28/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,17,0,25-44,F,WHITE HISPANIC,992254,214997,40.75679820100004,-73.97111078699999,POINT (-73.97111078699999 40.75679820100004)
77219,231013484,07/18/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,Q,101,0,18-24,M,BLACK,1053648,159131,40.603190622000064,-73.75008340299998,POINT (-73.75008340299998 40.60319062200006)
77230,230090069,06/25/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,F,BLACK,990503,215519,40.758232371000084,-73.97743058499998,POINT (-73.97743058499998 40.758232371000084)
77293,230494332,07/06/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,61,0,45-64,M,BLACK,995154,159868,40.60547854900005,-73.96073235299998,POINT (-73.96073235299998 40.60547854900005)
77297,231402514,07/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,5,0,25-44,M,BLACK,984984,200116,40.71595711700007,-73.997353676,POINT (-73.997353676 40.71595711700007)
77302,230700354,07/10/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,WHITE HISPANIC,988211,218129,40.765397475000036,-73.98570226399994,POINT (-73.98570226399994 40.765397475000036)
77304,229493017,06/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,106,0,25-44,M,BLACK,1032502,186065,40.67725891100008,-73.82604211299997,POINT (-73.82604211299997 40.67725891100008)
77324,229665667,06/17/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,108,0,45-64,F,ASIAN / PACIFIC ISLANDER,996644,209958,40.74296235400004,-73.95527424799997,POINT (-73.95527424799997 40.74296235400004)
77326,229544089,06/15/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,S,123,0,25-44,M,WHITE,914928,125757,40.51158633800003,-74.24930372699998,POINT (-74.24930372699998 40.51158633800003)
77328,229517296,06/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,5,73,25-44,F,WHITE HISPANIC,983907,199959,40.71552621300003,-74.00123874799993,POINT (-74.00123874799993 40.71552621300003)
77360,231630860,07/31/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,44,0,<18,M,BLACK,1008989,244415,40.83751159800004,-73.91059699299996,POINT (-73.91059699299996 40.83751159800004)
77371,231630878,07/31/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,115,0,25-44,M,WHITE HISPANIC,1022413,213659,40.753047002000066,-73.86225873499995,POINT (-73.86225873499995 40.753047002000066)
77405,230208510,06/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,6,0,25-44,F,BLACK HISPANIC,982746,206647,40.73388303300004,-74.00542831099993,POINT (-74.00542831099993 40.73388303300004)
77411,230484958,07/06/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,M,5,0,25-44,M,BLACK,983903,200257,40.71634415200003,-74.00125319299997,POINT (-74.00125319299997 40.71634415200003)
77446,229517372,06/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,S,121,0,25-44,M,WHITE HISPANIC,942825,166367,40.623226819000074,-74.14922697299994,POINT (-74.14922697299994 40.623226819000074)
77448,229517322,06/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,1,0,25-44,F,BLACK,982351,201758,40.720463840000036,-74.00685220399998,POINT (-74.00685220399998 40.720463840000036)
77449,230392639,07/03/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,49,0,18-24,M,BLACK HISPANIC,1027430,251105,40.855802743000034,-73.84390995399998,POINT (-73.84390995399998 40.85580274300003)
77533,230486006,07/06/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,Q,102,73,65+,M,WHITE,1031165,199400,40.71386751600005,-73.83076940999997,POINT (-73.83076940999997 40.71386751600005)
77535,230626483,07/09/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,49,0,25-44,M,BLACK,1027430,251105,40.855802743000034,-73.84390995399998,POINT (-73.84390995399998 40.85580274300003)
77542,231145464,07/21/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,109,0,18-24,M,BLACK,1032084,216954,40.762043893000055,-73.82732958099997,POINT (-73.82732958099997 40.762043893000055)
77543,230826050,07/14/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,71,0,18-24,M,BLACK,999518,183218,40.66956287200002,-73.94496324799998,POINT (-73.94496324799998 40.66956287200002)
77546,231545712,07/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,25,0,45-64,M,WHITE HISPANIC,1000598,231062,40.800880893000055,-73.94095380699997,POINT (-73.94095380699997 40.800880893000055)
77583,229502773,06/13/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,Q,102,0,25-44,M,BLACK HISPANIC,1032993,194391,40.70010913700002,-73.82421171499993,POINT (-73.82421171499993 40.70010913700002)
77603,231496330,07/28/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,Q,107,0,18-24,M,WHITE HISPANIC,1036658,205330,40.73011306700005,-73.81090891499997,POINT (-73.81090891499997 40.73011306700005)
77654,230336388,07/02/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,B,49,0,18-24,M,WHITE HISPANIC,1019600,246163,40.84227324600005,-73.87224065199997,POINT (-73.87224065199997 40.84227324600005)
77679,231367869,07/26/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,23,0,45-64,M,BLACK HISPANIC,998829,226859,40.78934789300007,-73.94735241299998,POINT (-73.94735241299998 40.78934789300007)
77689,229673661,06/17/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,45,0,18-24,M,WHITE HISPANIC,1032140,242004,40.83079891400007,-73.82694879599995,POINT (-73.82694879599995 40.83079891400007)
77717,230791280,07/13/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,B,47,0,<18,M,BLACK,1021659,256781,40.871407969000074,-73.86473983999997,POINT (-73.86473983999997 40.871407969000074)
77731,230285538,07/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,Q,113,0,25-44,M,BLACK,1046405,187113,40.680048726000045,-73.77590919399995,POINT (-73.77590919399995 40.680048726000045)
77805,230241802,06/30/2021,440.0,AGGRAVATED GRAND LARCENY OF ATM,109.0,GRAND LARCENY,PL 1553502,F,Q,113,0,25-44,M,BLACK,1046405,187113,40.680048726000045,-73.77590919399995,POINT (-73.77590919399995 40.680048726000045)
77806,231282093,07/23/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553004,F,M,23,0,<18,M,BLACK,1001120,226492,40.78833650000007,-73.93907986599999,POINT (-73.93907986599999 40.78833650000007)
77854,229591695,06/16/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,M,7,0,25-44,M,WHITE HISPANIC,988702,200012,40.71567057300007,-73.98394174399994,POINT (-73.98394174399994 40.71567057300007)
77864,231745025,08/03/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,90,0,18-24,M,WHITE HISPANIC,999834,198282,40.710909532000066,-73.94378928499998,POINT (-73.94378928499998 40.710909532000066)
77867,230484949,07/06/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1554001,F,K,84,73,45-64,M,BLACK,987788,191924,40.693471325000075,-73.98724306499997,POINT (-73.98724306499997 40.693471325000075)
77909,231364461,07/26/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,75,0,25-44,M,WHITE HISPANIC,1017119,183909,40.67141166300007,-73.88151172399995,POINT (-73.88151172399995 40.67141166300007)
77947,231402515,07/27/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,M,5,0,25-44,M,BLACK,984984,200116,40.71595711700007,-73.997353676,POINT (-73.997353676 40.71595711700007)
77951,231207053,07/22/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,67,0,25-44,M,WHITE HISPANIC,997897,175677,40.64886713300007,-73.95082189999994,POINT (-73.95082189999994 40.64886713300007)
77967,231093444,07/20/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,K,70,0,<18,M,BLACK,998767,169858,40.632893841000055,-73.94769920999995,POINT (-73.94769920999995 40.632893841000055)
77986,231381590,07/26/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,19,0,<18,M,BLACK,997324,218520,40.76646188900003,-73.95280363199998,POINT (-73.95280363199998 40.76646188900003)
78029,229502626,06/14/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,67,0,18-24,M,BLACK,1001402,176952,40.652360636000026,-73.93818773099997,POINT (-73.93818773099997 40.652360636000026)
78078,230029121,06/24/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553002,F,K,68,0,45-64,M,WHITE,975986,170193,40.63382138300005,-74.029775612,POINT (-74.029775612 40.63382138300005)
78084,230215110,06/29/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,20,0,25-44,M,WHITE,991040,225092,40.784507365000024,-73.97548255699995,POINT (-73.97548255699996 40.78450736500002)
78087,231186911,07/22/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,34,0,25-44,M,BLACK HISPANIC,1005605,255857,40.86892531000007,-73.92279000499997,POINT (-73.92279000499997 40.86892531000007)
78089,229719473,06/18/2021,441.0,"LARCENY,GRAND OF AUTO",110.0,GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,F,K,71,0,<18,M,BLACK,996019,182559,40.66775940700006,-73.95757761599998,POINT (-73.95757761599998 40.66775940700006)
78121,229605004,06/16/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553501,F,K,61,0,25-44,M,BLACK,995118,155709,40.59406298000005,-73.96086869299995,POINT (-73.96086869299995 40.59406298000005)
78128,230571112,07/08/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,Q,105,0,45-64,M,BLACK,1053408,183325,40.66959961600002,-73.75069972999995,POINT (-73.75069972999995 40.66959961600002)
78204,230289676,07/01/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,B,41,0,18-24,M,BLACK,1013618,237992,40.81986812900004,-73.89389634599996,POINT (-73.89389634599996 40.81986812900004)
78210,229606561,06/16/2021,439.0,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,18,0,25-44,M,BLACK,990503,215519,40.758232371000084,-73.97743058499998,POINT (-73.97743058499998 40.758232371000084)
78220,230462889,07/05/2021,419.0,"LARCENY,GRAND FROM PERSON,UNCL",109.0,GRAND LARCENY,PL 1553005,F,K,66,0,25-44,M,BLACK HISPANIC,991622,163008,40.61410084800008,-73.97344888299993,POINT (-73.97344888299993 40.61410084800008)
